1483246740,968.11, BTC
1483246680,968.05, BTC
1483246620,967.68, BTC
1483246560,968.00, BTC
1483246500,967.84, BTC
1483246440,968.00, BTC
1483246380,967.88, BTC
1483246320,967.87, BTC
1483246260,967.66, BTC
1483246200,967.78, BTC
1483246140,967.77, BTC
1483246080,967.70, BTC
1483246020,967.55, BTC
1483245960,967.71, BTC
1483245900,967.54, BTC
1483245780,967.16, BTC
1483245720,966.87, BTC
1483245660,967.23, BTC
1483245600,966.99, BTC
1483245540,966.86, BTC
1483245480,967.52, BTC
1483245420,967.69, BTC
1483245360,967.21, BTC
1483245300,967.37, BTC
1483245240,967.39, BTC
1483245180,967.58, BTC
1483245120,967.19, BTC
1483245060,967.13, BTC
1483245000,967.49, BTC
1483244940,967.73, BTC
1483244880,967.38, BTC
1483244820,967.48, BTC
1483244760,967.65, BTC
1483244700,968.01, BTC
1483244640,968.01, BTC
1483244580,968.11, BTC
1483244520,968.00, BTC
1483244460,968.00, BTC
1483244400,968.00, BTC
1483244340,968.12, BTC
1483244280,968.12, BTC
1483244220,968.12, BTC
1483244160,968.11, BTC
1483244100,967.87, BTC
1483244040,967.99, BTC
1483243980,968.05, BTC
1483243920,967.95, BTC
1483243860,967.96, BTC
1483243800,968.05, BTC
1483243740,968.11, BTC
1483243680,968.05, BTC
1483243620,968.00, BTC
1483243560,968.11, BTC
1483243500,967.61, BTC
1483243440,968.26, BTC
1483243380,968.27, BTC
1483243320,968.51, BTC
1483243260,968.52, BTC
1483243200,968.25, BTC
1483243140,968.11, BTC
1483243080,967.95, BTC
1483243020,968.13, BTC
1483242960,968.20, BTC
1483242900,968.03, BTC
1483242840,967.99, BTC
1483242780,968.22, BTC
1483242720,968.50, BTC
1483242660,968.06, BTC
1483242600,968.52, BTC
1483242540,968.61, BTC
1483242480,968.37, BTC
1483242420,968.44, BTC
1483242360,968.54, BTC
1483242300,968.03, BTC
1483242240,968.44, BTC
1483242180,968.28, BTC
1483242120,968.09, BTC
1483242060,968.21, BTC
1483242000,968.16, BTC
1483241940,968.24, BTC
1483241880,968.52, BTC
1483241820,968.69, BTC
1483241760,968.39, BTC
1483241700,968.15, BTC
1483241640,968.18, BTC
1483241580,967.92, BTC
1483241520,968.32, BTC
1483241460,968.11, BTC
1483241400,968.12, BTC
1483241340,968.33, BTC
1483241280,968.50, BTC
1483241220,968.23, BTC
1483241160,968.11, BTC
1483241100,968.43, BTC
1483241040,968.47, BTC
1483240980,968.20, BTC
1483240920,968.52, BTC
1483240860,968.95, BTC
1483240800,969.25, BTC
1483240620,969.00, BTC
1483240560,969.18, BTC
1483240500,968.80, BTC
1483240440,969.23, BTC
1483240380,969.47, BTC
1483240320,969.46, BTC
1483240260,969.46, BTC
1483240200,969.25, BTC
1483240140,969.16, BTC
1483240080,969.13, BTC
1483240020,968.89, BTC
1483239960,968.24, BTC
1483239900,967.90, BTC
1483239840,967.90, BTC
1483239780,967.90, BTC
1483239720,967.93, BTC
1483239660,967.80, BTC
1483239600,967.82, BTC
1483239540,967.95, BTC
1483239480,968.32, BTC
1483239420,967.85, BTC
1483239360,967.25, BTC
1483239300,967.25, BTC
1483239240,967.25, BTC
1483239180,967.25, BTC
1483239120,967.20, BTC
1483239060,967.59, BTC
1483239000,968.15, BTC
1483238940,968.73, BTC
1483238880,969.04, BTC
1483238820,969.04, BTC
1483238760,969.04, BTC
1483238700,969.16, BTC
1483238640,969.22, BTC
1483238580,969.25, BTC
1483238520,969.35, BTC
1483238460,969.65, BTC
1483238400,969.51, BTC
1483238340,969.88, BTC
1483238280,969.53, BTC
1483238220,969.67, BTC
1483238160,969.79, BTC
1483238100,970.32, BTC
1483238040,970.92, BTC
1483237980,970.86, BTC
1483237920,971.01, BTC
1483237860,970.76, BTC
1483237800,970.75, BTC
1483237740,971.12, BTC
1483237680,971.13, BTC
1483237620,970.97, BTC
1483237560,970.81, BTC
1483237500,971.13, BTC
1483237440,971.18, BTC
1483237380,971.03, BTC
1483237320,971.42, BTC
1483237260,971.42, BTC
1483237200,971.31, BTC
1483237140,971.38, BTC
1483237080,971.36, BTC
1483237020,971.42, BTC
1483236960,971.66, BTC
1483236780,971.97, BTC
1483236720,971.95, BTC
1483236660,971.95, BTC
1483236600,971.96, BTC
1483236480,971.32, BTC
1483236420,971.95, BTC
1483236360,971.55, BTC
1483236300,971.27, BTC
1483236180,970.60, BTC
1483236000,970.50, BTC
1483235880,970.76, BTC
1483235820,971.29, BTC
1483235760,970.73, BTC
1483235700,971.05, BTC
1483235640,970.69, BTC
1483235580,970.69, BTC
1483235520,970.68, BTC
1483235400,970.68, BTC
1483235340,970.68, BTC
1483235280,970.67, BTC
1483235220,970.67, BTC
1483235160,970.58, BTC
1483235100,970.54, BTC
1483235040,970.57, BTC
1483234980,970.54, BTC
1483234920,970.13, BTC
1483234860,970.27, BTC
1483234800,970.49, BTC
1483234740,970.13, BTC
1483234680,969.78, BTC
1483234440,968.97, BTC
1483234380,968.86, BTC
1483234320,968.93, BTC
1483234260,968.91, BTC
1483234140,969.62, BTC
1483234080,970.06, BTC
1483233960,970.42, BTC
1483233900,971.47, BTC
1483233840,970.97, BTC
1483233720,971.47, BTC
1483233660,971.92, BTC
1483233540,971.97, BTC
1483233480,971.97, BTC
1483233420,971.74, BTC
1483233300,971.86, BTC
1483233240,971.87, BTC
1483233180,971.55, BTC
1483233120,972.00, BTC
1483233060,971.95, BTC
1483233000,971.98, BTC
1483232940,971.91, BTC
1483232880,971.71, BTC
1483232820,971.08, BTC
1483232760,970.93, BTC
1483232640,971.47, BTC
1483232580,971.22, BTC
1483232520,971.20, BTC
1483232460,971.21, BTC
1483232400,971.11, BTC
1483232280,970.63, BTC
1483232220,970.98, BTC
1483232100,971.22, BTC
1483232040,971.52, BTC
1483231980,971.33, BTC
1483231860,971.31, BTC
1483231800,971.48, BTC
1483231740,971.47, BTC
1483231680,971.75, BTC
1483231620,971.82, BTC
1483231560,971.82, BTC
1483231500,971.82, BTC
1483231440,971.81, BTC
1483231380,971.72, BTC
1483231320,971.56, BTC
1483231260,971.33, BTC
1483231200,971.13, BTC
1483231140,971.07, BTC
1483230960,970.89, BTC
1483230900,970.90, BTC
1483230840,970.90, BTC
1483230720,970.89, BTC
1483230660,970.89, BTC
1483230600,971.17, BTC
1483230540,970.86, BTC
1483230480,971.10, BTC
1483230420,971.36, BTC
1483230360,971.19, BTC
1483230300,970.98, BTC
1483230240,970.75, BTC
1483230180,970.46, BTC
1483230120,970.64, BTC
1483230060,970.38, BTC
1483230000,970.36, BTC
1483229940,969.90, BTC
1483229880,969.94, BTC
1483229820,969.94, BTC
1483229760,970.39, BTC
1483229700,970.60, BTC
1483229640,970.90, BTC
1483229580,970.98, BTC
1483229520,971.04, BTC
1483229460,971.42, BTC
1483229400,971.43, BTC
1483229340,971.79, BTC
1483229280,972.55, BTC
1483229220,973.38, BTC
1483229160,973.38, BTC
1483229100,973.37, BTC
1483229040,973.38, BTC
1483228980,973.36, BTC
1483228800,973.36, BTC
